Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
"BVN verification failed, NIN successful",ZYG-64,10063,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,22/Jun/24 3:46 PM,15/Jul/24 3:50 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

BVN verification fails while NIN verification is successful. BVN and NIN are the correct credentials for the user. 

h3. STEPS

# On “verify your identity” page, input BVN and NIN.
# Take a picture and tap on “proceed”
# Error message “BVN verification failed, NIN verification successful” is displayed



h3. EXPECTED RESULT 

After tapping on proceed button, it should verify and move to the input passcode screen

h3. ACTUAL RESULT

Error message showing “BVN verification failed, NIN verification successful”",,ayokodipo,David Yamah,Paul Aikhomu,Zeeshan Rafique,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:188b1e28-5229-4307-b932-746c6bf21187,6371350a5fce844d60662eb2,,,,,,,,,,,,,,,,22/Jun/24 3:50 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Img 2234.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10025,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zy,,,Bug Sprint,,,,,,,,,2024-06-22 14:50:58.384,,"22/Jun/24 3:50 PM;712020:188b1e28-5229-4307-b932-746c6bf21187;[~accountid:6371350a5fce844d60662eb2] [~accountid:5f6e4e4ded55c7006af8793c] can this issue be fixed, this has been reported on all the bugs for several weeks now. This is starting to get repititive. Please can we fix this once and for all, and it works correctly for both right or wrong entries. 



Cc: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] ",24/Jun/24 2:17 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Issue recurs on build 1.14.,09/Jul/24 4:10 PM;6371350a5fce844d60662eb2;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] [~accountid:712020:188b1e28-5229-4307-b932-746c6bf21187] BVN and NIN verification both should be successful for entering in the APP. Issue is from service provider not from our BE.,"09/Jul/24 4:11 PM;6371350a5fce844d60662eb2;[~accountid:712020:188b1e28-5229-4307-b932-746c6bf21187] Also, I reverted the code for BVN and NIN now user has to enter actuall BVN and NIN for signup. If they face this issue again then we will see if provider is working or not.",15/Jul/24 3:50 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,In Progress,10/Jul/24 10:30 AM
Session Expired Behavior,ZYG-63,10062,Bug,Ready for QA,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:44 PM,29/Jul/24 9:01 AM,30/Aug/24 9:02 PM,,,0,,"When there is a session time-out, it should log the user out so that the user can input their passcode over again. Instead, it shows Session expires if the user proceeds to make a transaction

h3. STEPS

# 

h3. EXPECTED RESULT 

[Not Sure]

h3. ACTUAL RESULT",,Adeniyi John,David Yamah,folaranmiaderinto,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zv,,,Bug Sprint,,,,,,,,,2024-07-10 09:31:49.182,,10/Jul/24 10:31 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] this is because we have not implemented the session time out on the device,24/Jul/24 12:39 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] please have you implemented this ?,,,,,,,,,,,,In Progress,29/Jul/24 9:01 AM
No Error Message for Invalid Email OTP During Device Authorization,ZYG-62,10061,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:38 PM,29/Jul/24 3:17 PM,29/Jul/24 3:15 PM,,,0,,"When a user changes their device, the new device asks for authorization OTP code. If an invalid code is inputted, the same screen reappears

h3. STEPS

# Login to your account on a device
# Login to the same account on another device
# Make sure the Change device screen is visible
# Input an invalid OTP code

h3. EXPECTED RESULT 

When a user inputs an invalid OTP, it should throw an error message also including the number of trials remaining

h3. ACTUAL RESULT

When a user enters an invalid OTP, the same screen reappears. If the countdown timer expires and the user enters another invalid OTP, the screen reappears again and automatically requests a new OTP.",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 10:38 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Change Device.MOV;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10024,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zr,,,Bug Sprint,,,,,,,,,2024-07-09 14:42:46.709,,09/Jul/24 3:42 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:62b2b7970c77011bdfdcd453] can you retest?,"29/Jul/24 11:34 AM;62b2b7970c77011bdfdcd453;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] Please I would need you to authorize your device first so that I can test for this, since I am using your account","29/Jul/24 3:17 PM;62b2b7970c77011bdfdcd453;This is still the same behavior

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,In Progress,25/Jul/24 12:27 PM
Cards section get started button leading to Grey screen,ZYG-61,10060,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:30 PM,10/Jul/24 8:04 AM,30/Aug/24 9:02 PM,,,0,,"Clicking on the 'Get Started' button for the Cards section navigates to a Blank Grey screen

h3. STEPS

# Login to your account
# Navigate to the Cards section using the bottom nav bar
# Click on the Get Started button visible on the screen

h3. EXPECTED RESULT 

POV: If the Address Verification is not filled, it should prompt the user to fill out the address verification form or better still tell a better communication to show that the address verification is needed for a card to be created

h3. ACTUAL RESULT

If the Address Verification is not filled, and a user clicks on the Get Started button it shows a blank grey screen",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 10:28 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Cards blank screen.MOV;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10023,,,,,,,,,,,,,,,,,,,,,,,0|i0001q:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,09/Jul/24 3:43 PM
Send Money Amount field Keypad Activation,ZYG-60,10059,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:23 PM,10/Jul/24 8:03 AM,30/Aug/24 9:02 PM,,,0,,"Clicking on the amount field triggers the keypad of the device to be activated thereby making the on-screen keypad useless

h3. STEPS

# Login to your account
# Click send money
# Choose to send money locally or send money to Zyggy Tag
# Click on the amount field

h3. EXPECTED RESULT 

Clicking on the amount field should not activate the device keypad because there is already an on-screen keypad

h3. ACTUAL RESULT

Clicking on the amount field activates the device keypad",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 10:23 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Send Money keypad activation.MOV;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10022,,,,,,,,,,,,,,,,,,,,,,,0|i0001x:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,09/Jul/24 3:43 PM
Intercom Icon Placement hinders some aspects of the app,ZYG-59,10058,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:17 PM,10/Jul/24 8:04 AM,30/Aug/24 9:02 PM,,,0,,"The Intercom support icon is hindering some aspects of the app from being clicked and it is not movable

h3. STEPS

# Use the app

h3. EXPECTED RESULT 



h3. ACTUAL RESULT

The Icon blocks users from clicking on some parts of the app",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 10:16 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;IMG_8313.HEIC;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10021,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:wo,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,09/Jul/24 3:43 PM
Electricity/Airtime Top-up: Error message location for the Amount field,ZYG-58,10057,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,21/Jun/24 10:12 PM,25/Jul/24 12:11 PM,25/Jul/24 12:11 PM,,,0,,"An error message shows for the amount field when an amount less than the minimum amount is inputted

h3. STEPS

# Login to your account
# Navigate to the Other Payments section
# Click on Electricity payments or Airtime Top-up
# Input your number and follow the on-screen instructions
# Input “10“ as it is lower than the minimum amount

h3. EXPECTED RESULT 

The minimum error message should not be underneath the account balance

h3. ACTUAL RESULT

The minimum error message is underneath the account balance",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 10:11 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;IMG_8314.HEIC;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10020,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:x,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,24/Jul/24 12:32 PM
Test,ZYG-57,10056,Subtask,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,,,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,21/Jun/24 11:03 AM,21/Jun/24 11:03 AM,30/Aug/24 9:02 PM,,,0,,,,Edward French,,,,,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000c7:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10052,Migrate auth to username/password,To Do,21/Jun/24 11:03 AM
Update API call to Firebase,ZYG-56,10055,Subtask,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,,,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,21/Jun/24 11:03 AM,21/Jun/24 11:03 AM,30/Aug/24 9:02 PM,,,0,,,,Edward French,,,,,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bz:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10052,Migrate auth to username/password,To Do,21/Jun/24 11:03 AM
Update UI fields,ZYG-55,10054,Subtask,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,,,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,21/Jun/24 11:03 AM,21/Jun/24 11:03 AM,30/Aug/24 9:02 PM,,,0,,,,Edward French,,,,,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000br:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10052,Migrate auth to username/password,To Do,21/Jun/24 11:03 AM
Enable email/password and disable phone in Firebase,ZYG-54,10053,Subtask,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,,,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,21/Jun/24 11:02 AM,21/Jun/24 11:02 AM,30/Aug/24 9:02 PM,,,0,,,,Edward French,,,,,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bj:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10052,Migrate auth to username/password,To Do,21/Jun/24 11:02 AM
Migrate auth to username/password,ZYG-53,10052,Story,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,Edward French,70121:74964859-65d0-4408-b9d7-c71f323c2149,21/Jun/24 11:01 AM,11/Jul/24 6:15 PM,09/Jul/24 8:23 AM,,,0,Major,"Please migrate Firebase authentication from phone number to email/password. This will require enabling email/password auth within Firebase, disabling phone within Firebase, updating the UI and testing.",,ayokodipo,David Yamah,Edward French,Paul Aikhomu,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,70121:74964859-65d0-4408-b9d7-c71f323c2149,712020:188b1e28-5229-4307-b932-746c6bf21187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000m:,,,Bug Sprint,,,,,,,,,2024-06-29 08:11:48.306,,29/Jun/24 9:11 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;Email does not verify on first try [~accountid:5f6e4e4ded55c7006af8793c] ,"03/Jul/24 2:08 AM;712020:188b1e28-5229-4307-b932-746c6bf21187;[~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] Just to be clear, since people are able to buy NIN & BVN for cheap, coupled with easily creating an email ID. 

Wouldn’t it be a good idea to match the registered phone number with NIN & BVN for adding a later of security as discussed in last few meetings? Kindly advice. 

Cc: [~accountid:5f6e4e4ded55c7006af8793c] [~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] ","03/Jul/24 9:04 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;Yeah, this was what was suggested. We requested Zeeshan confirm if the bvn payload returns phone number which I suppose it does, we can add that to the verification process. [~accountid:5f6e4e4ded55c7006af8793c] already updated the comms to specify the BVN phone number as the required input. 
Will implement this with [~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] 
",03/Jul/24 9:06 AM;712020:188b1e28-5229-4307-b932-746c6bf21187;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] thanks for the update ,"07/Jul/24 2:27 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Current signup flow requires email/password. However, user creates a passcode for subsequent logins. Of what use is the password created during log in?
[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:712020:188b1e28-5229-4307-b932-746c6bf21187] [~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] ",,,,,,,,,In Progress,28/Jun/24 8:28 PM
"Unable to create both Visa and MasterCard, ""creating your card"" loading state persists",ZYG-52,10051,Bug,Ready for QA,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,19/Jun/24 7:27 PM,25/Jul/24 1:23 PM,25/Jul/24 12:42 PM,,,0,,"h3. Description

When trying to create either a Visa or a MasterCard, you're met with an error message “temporarily unable to create card, Please try again in 5 mins”. When you tap on “Ok”, the loading state “creating your card” still persists till the back button on the device is tapped on.

h3. STEPS

# On the home screen, tap on the  “Cards” tab.
# Tap on “Get started”
# Tap on “proceed”
# Tap on either Visa or MasterCard 
# Accept the terms and conditions 
# Error message pops up, tap on “Ok”
# “Creating your card” loading state persists, tap back button on device

h3. EXPECTED RESULT 

A screen showing the successful creation of either a Visa or MasterCard 

h3. ACTUAL RESULT

Error message pops up showing “temporarily unable to create card, Please try again in 5 mins”. The “creating your card” loading state still persists till the back button on the device is tapped on.",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,19/Jun/24 9:58 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;20240619 182803.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10014,09/Jul/24 4:30 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240709_162100_300.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10093,,,,,,,,,,,,,,,,,,,,,,0|i000m6:v,,,Bug Sprint,,,,,,,,,2024-07-25 11:06:42.197,,"09/Jul/24 4:30 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;



!IMG_20240709_162100_300.jpg|width=3456,height=3456,alt=""IMG_20240709_162100_300.jpg""!",25/Jul/24 12:06 PM;62b2b7970c77011bdfdcd453;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] Any update here??,"25/Jul/24 1:21 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[https://zyggyteam.slack.com/archives/C064SMU2T5M/p1721818537687729?thread_ts=1721818537.687729&cid=C064SMU2T5M|https://zyggyteam.slack.com/archives/C064SMU2T5M/p1721818537687729?thread_ts=1721818537.687729&cid=C064SMU2T5M|smart-link] 



[~accountid:5f6e4e4ded55c7006af8793c] ",25/Jul/24 1:22 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [https://zyggyteam.slack.com/archives/C064SMU2T5M/p1721818537687729?thread_ts=1721818537.687729&cid=C064SMU2T5M|https://zyggyteam.slack.com/archives/C064SMU2T5M/p1721818537687729?thread_ts=1721818537.687729&cid=C064SMU2T5M|smart-link] ,,,,,,,,,,In Progress,09/Jul/24 3:44 PM
"""Please wait"" infinite loading when camera is cancelled",ZYG-51,10050,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,19/Jun/24 6:19 PM,11/Jul/24 5:51 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

On iOS, under “Verify your account”, carrying out photo validation. When you tap on “take picture”, then tap on the camera button, tapping on cancel sets the app into a “please wait” infinite loading state.

h3. STEPS

# On “Verify your identity” screen, tap on “Take a picture”
# Tap on Camera
# Tap on cancel 

h3. EXPECTED RESULT 

After tapping on cancel, it should take you back to the “Verify your identity” screen

h3. ACTUAL RESULT

After tapping on cancel, a “Please wait” infinite loading screen is produced.",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,19/Jun/24 7:29 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Screenshot_2024-06-19-19-13-42-176_com.miui.mediaviewer.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10013,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:r,,,Bug Sprint,,,,,,,,,,,11/Jul/24 5:51 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,,,,In Progress,09/Jul/24 3:44 PM
"The back arrow button and close button on the ""Create your Zyggy Account"" screen not functional",ZYG-50,10049,Bug,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,folaranmiaderinto,712020:af655a80-53c3-4600-8121-2d72f4132621,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,19/Jun/24 5:01 PM,11/Jul/24 6:15 PM,25/Jul/24 12:24 PM,,,0,,"h3. Description

On the first page of the “Create your Zyggy account”, if you wish to discontinue with the account creation and go back to the login/sign up page, you are unable to do so as the back arrow button or the close button are not functional.

h3. STEPS

# On the Login/Signup screen, tap on “create account”
# input the phone number and tap on “proceed”
# input the OTP and tap on “sign up”
# On the “Create your Zyggy account” screen, tap on the back arrow button or the close button

h3. EXPECTED RESULT 

The “Create your Zyggy account” screen closes taking you back to the Login/Signup page

h3. ACTUAL RESULT

The user is still on the “Create your Zyggy account” screen",,ayokodipo,David Yamah,folaranmiaderinto,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,19/Jun/24 5:02 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Vid 20240619 155218.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10012,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:i,,,Bug Sprint,,,,,,,,,2024-07-10 09:30:54.347,,"10/Jul/24 10:30 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;it should be disabled i cant route you back to the firebase auth because it has already been completed

[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",11/Jul/24 2:01 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;so lets take it off competely [~accountid:5f6e4e4ded55c7006af8793c]  no point having it if it doesn't work ,11/Jul/24 6:15 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Reproducible on Testflight version of 10th July.,,,,,,,,,,,To Do,11/Jul/24 6:15 PM
Incorrect Error Message for Missing Transaction PIN,ZYG-49,10048,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,19/Jun/24 3:44 PM,25/Jul/24 11:58 AM,25/Jul/24 11:58 AM,,,0,,"The Transaction PIN is not set on the complete account setup screen and a user goes ahead to make a transaction

h3. STEPS

# Create an account
# Create a passcode
# On the Complete account setup screen, do not create a transaction PIN
# On the complete account setup screen, Click on “I’ll do this later“
# Make a transaction and input your transaction PIN

h3. EXPECTED RESULT 

If the Transaction PIN is not set on the complete account setup screen and a user attempts to make a transaction, an error message saying “Transaction PIN not set” should appear with a CTA button. Clicking the button should redirect the user back to the complete account setup screen to create a Transaction PIN first.

h3. ACTUAL RESULT

When the Transaction PIN is not set on the complete account setup screen and a user goes ahead to make a transaction, it shows an error message of “Internal Server Error“",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,19/Jun/24 3:40 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Transaction PIN not set.mov;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10009,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,24/Jul/24 12:31 PM
